# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.reclaimed,1774054473622000000,1774054533678000000,3
FilePageCache.totalPageDisposalsUs,1774054473622000000,1774054533678000000,11083
StreamlinedBlobStorage.recordsDeleted,1774054473622000000,1774054533678000000,0
FilePageCache.uncachedFileAccess,1774054473622000000,1774054533678000000,135
FileChannelInterruptsRetryer.totalRetriedAttempts,1774054473622000000,1774054533678000000,0
DirectByteBufferAllocator.disposed,1774054473622000000,1774054533678000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1774054473622000000,1774054533678000000,2694
FilePageCache.disposedBuffers,1774054473622000000,1774054533678000000,3
FilePageCache.capacityInBytes,1774054473622000000,1774054533678000000,629145600
FilePageCache.maxCacheSizeInBytes,1774054473622000000,1774054533678000000,213925888
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774054473622000000,1774054533678000000,0
DirectByteBufferAllocator.hits,1774054473622000000,1774054533678000000,3
StreamlinedBlobStorage.recordsRelocated,1774054473622000000,1774054533678000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1774054473622000000,1774054533678000000,40007
FilePageCache.pageHits,1774054473622000000,1774054533678000000,0
DirectByteBufferAllocator.misses,1774054473622000000,1774054533678000000,206
FilePageCache.totalPageLoadsUs,1774054473622000000,1774054533678000000,4971179
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1774054473622000000,1774054533678000000,435
StreamlinedBlobStorage.recordsAllocated,1774054473622000000,1774054533678000000,37
FilePageCache.pageLoads,1774054473622000000,1774054533678000000,209
StorageLockContext.competingThreads.max,1774054473622000000,1774054533678000000,7
StorageLockContext.competingThreads.avg,1774054473622000000,1774054533678000000,0.45689655172413796
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774054473622000000,1774054533678000000,213925888
StorageLockContext.competingThreads.90P,1774054473622000000,1774054533678000000,0
MappedFileStorage.totalBytesMapped,1774054473622000000,1774054533678000000,164626432
MappedFileStorage.totalPagesMapped,1774054473622000000,1774054533678000000,6
MappedFileStorage.storages,1774054473622000000,1774054533678000000,6
FilePageCache.pageLoadsAboveSizeThreshold,1774054473622000000,1774054533678000000,0
FilePageCache.pageFastCacheHits,1774054473622000000,1774054533678000000,4101
FilePageCache.maxRegisteredFiles,1774054473622000000,1774054533678000000,569
