# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774054030675000000,1774054090689000000,0
StorageLockContext.competingThreads.90P,1774054030675000000,1774054090689000000,0
StreamlinedBlobStorage.recordsDeleted,1774054030675000000,1774054090689000000,0
MappedFileStorage.totalBytesMapped,1774054030675000000,1774054090689000000,164626432
MappedFileStorage.totalTimeSpentOnMappingUs,1774054030675000000,1774054090689000000,137236
DirectByteBufferAllocator.disposed,1774054030675000000,1774054090689000000,206
StorageLockContext.competingThreads.avg,1774054030675000000,1774054090689000000,0.03418803418803419
FilePageCache.disposedBuffers,1774054030675000000,1774054090689000000,211
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1774054030675000000,1774054090689000000,108
FileChannelInterruptsRetryer.totalRetriedAttempts,1774054030675000000,1774054090689000000,0
FilePageCache.pageFastCacheHits,1774054030675000000,1774054090689000000,14385
FilePageCache.maxRegisteredFiles,1774054030675000000,1774054090689000000,569
FilePageCache.pageHits,1774054030675000000,1774054090689000000,0
FilePageCache.uncachedFileAccess,1774054030675000000,1774054090689000000,408
DirectByteBufferAllocator.reclaimed,1774054030675000000,1774054090689000000,47
FilePageCache.capacityInBytes,1774054030675000000,1774054090689000000,629145600
MappedFileStorage.totalPagesMapped,1774054030675000000,1774054090689000000,6
StreamlinedBlobStorage.recordsRelocated,1774054030675000000,1774054090689000000,0
FilePageCache.totalPageLoadsUs,1774054030675000000,1774054090689000000,824014
StorageLockContext.competingThreads.max,1774054030675000000,1774054090689000000,4
DirectByteBufferAllocator.hits,1774054030675000000,1774054090689000000,5
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1774054030675000000,1774054090689000000,980
StreamlinedBlobStorage.recordsAllocated,1774054030675000000,1774054090689000000,14
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774054030675000000,1774054090689000000,41959424
DirectByteBufferAllocator.misses,1774054030675000000,1774054090689000000,206
FilePageCache.pageLoadsAboveSizeThreshold,1774054030675000000,1774054090689000000,0
FilePageCache.totalPageDisposalsUs,1774054030675000000,1774054090689000000,1280
FilePageCache.maxCacheSizeInBytes,1774054030675000000,1774054090689000000,213925888
FilePageCache.pageLoads,1774054030675000000,1774054090689000000,211
MappedFileStorage.storages,1774054030675000000,1774054090689000000,6
