# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.waitingTimeAvgNs,1774054861611000000,1774054921771000000,0.0
FlushQueue.waitingTimeMaxNs,1774054861611000000,1774054921771000000,0
ReadAction.executionsCount,1774054861611000000,1774054921771000000,74
FlushQueue.queueSizeMax,1774054861611000000,1774054921771000000,0
FlushQueue.queueSize90P,1774054861611000000,1774054921771000000,0
FlushQueue.executionTimeAvgNs,1774054861611000000,1774054921771000000,0.0
FlushQueue.queueSizeAvg,1774054861611000000,1774054921771000000,0.0
FlushQueue.waitingTime90PNs,1774054861611000000,1774054921771000000,0
AWTEventQueue.dispatchTimeTotalNS,1774054861611000000,1774054921771000000,1759972185
AWTEventQueue.dispatchTimeMaxNs,1774054861611000000,1774054921771000000,0
FlushQueue.executionTimeMaxNs,1774054861611000000,1774054921771000000,0
AWTEventQueue.dispatchTimeAvgNs,1774054861611000000,1774054921771000000,0.0
FlushQueue.executionTime90PNs,1774054861611000000,1774054921771000000,0
FlushQueue.tasksExecuted,1774054861611000000,1774054921771000000,0
AWTEventQueue.dispatchTime90PNs,1774054861611000000,1774054921771000000,0
WriteAction.executionsCount,1774054861611000000,1774054921771000000,1
AWTEventQueue.eventsDispatched,1774054861611000000,1774054921771000000,0
writeAction.median.wait.ms,1774054861611000000,1774054921771000000,0
writeAction.wait.ms,1774054861611000000,1774054921771000000,2
writeAction.count,1774054861611000000,1774054921771000000,1
DiskQueryRelay.taskExecutionTotalTimeUs,1774054861611000000,1774054921771000000,56551
DiskQueryRelay.tasksRequested,1774054861611000000,1774054921771000000,34
DiskQueryRelay.tasksExecuted,1774054861611000000,1774054921771000000,34
DiskQueryRelay.taskWaitingTotalTimeUs,1774054861611000000,1774054921771000000,90376
writeAction.max.wait.ms,1774054861611000000,1774054921771000000,2
FileNameCache.queries,1774054861611000000,1774054921771000000,0
VFS.contentStorage.recordsRead,1774054861611000000,1774054921771000000,0
VFS.contentStorage.recordsUncompressedSize,1774054861611000000,1774054921771000000,0
VFS.cache.segments,1774054861611000000,1774054921771000000,1.0
VFS.cache.segmentsCreated,1774054861611000000,1774054921771000000,1
VFS.contentStorage.recordsStoredCompressed,1774054861611000000,1774054921771000000,0
VFS.contentStorage.recordsReadSize,1774054861611000000,1774054921771000000,0
VFS.cache.directoriesCreated,1774054861611000000,1774054921771000000,21
VFS.contentStorage.recordsDeduplicated,1774054861611000000,1774054921771000000,0
VFS.rootsCount,1774054861611000000,1774054921771000000,1.0
VFS.folderCaseSensitivityReads,1774054861611000000,1774054921771000000,6
FileNameCache.totalMisses,1774054861611000000,1774054921771000000,0
VFS.contentStorage.recordsStoredSize,1774054861611000000,1774054921771000000,0
VFS.contentStorage.recordsStored,1774054861611000000,1774054921771000000,0
VFS.fileByIdCache.misses,1774054861611000000,1774054921771000000,0
VFS.cache.filesCreated,1774054861611000000,1774054921771000000,30
VFS.fileByIdCache.hits,1774054861611000000,1774054921771000000,0
VFS.contentStorage.recordsReadDecompressed,1774054861611000000,1774054921771000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1774054861611000000,1774054921771000000,0
VFS.invertedFileNameIndex.requests,1774054861611000000,1774054921771000000,0
VFS.fileChildByName,1774054861611000000,1774054921771000000,97
cacheStateStorage.set.duration,1774054861611000000,1774054921771000000,3
cacheStateStorage.set.counter,1774054861611000000,1774054921771000000,1
cacheStateStorage.get.duration,1774054861611000000,1774054921771000000,1
cacheStateStorage.get.counter,1774054861611000000,1774054921771000000,5
Indexing.writer_3.totalTimeSpentWritingMs,1774054861611000000,1774054921771000000,0
Indexing.writesQueuedMin,1774054861611000000,1774054921771000000,9223372036854775807
Indexing.writesQueuedMax,1774054861611000000,1774054921771000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1774054861611000000,1774054921771000000,0
Indexing.cache.totalCacheAccesses,1774054861611000000,1774054921771000000,0
Indexing.totalTimeIndexersSleptMs,1774054861611000000,1774054921771000000,0
Indexing.cache.totalCacheMisses,1774054861611000000,1774054921771000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1774054861611000000,1774054921771000000,0
Indexing.cache.totalCacheEvicted,1774054861611000000,1774054921771000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1774054861611000000,1774054921771000000,0
DirectByteBufferAllocator.misses,1774054861611000000,1774054921771000000,206
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774054861611000000,1774054921771000000,213925888
StreamlinedBlobStorage.recordsRelocated,1774054861611000000,1774054921771000000,0
DirectByteBufferAllocator.reclaimed,1774054861611000000,1774054921771000000,3
MappedFileStorage.storages,1774054861611000000,1774054921771000000,6
FilePageCache.pageFastCacheHits,1774054861611000000,1774054921771000000,4101
FilePageCache.pageLoadsAboveSizeThreshold,1774054861611000000,1774054921771000000,0
FilePageCache.maxCacheSizeInBytes,1774054861611000000,1774054921771000000,213925888
FilePageCache.pageLoads,1774054861611000000,1774054921771000000,209
FilePageCache.capacityInBytes,1774054861611000000,1774054921771000000,629145600
FilePageCache.totalPageDisposalsUs,1774054861611000000,1774054921771000000,474
MappedFileStorage.totalBytesMapped,1774054861611000000,1774054921771000000,164626432
MappedFileStorage.totalPagesMapped,1774054861611000000,1774054921771000000,6
FilePageCache.disposedBuffers,1774054861611000000,1774054921771000000,3
FilePageCache.pageHits,1774054861611000000,1774054921771000000,0
DirectByteBufferAllocator.disposed,1774054861611000000,1774054921771000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1774054861611000000,1774054921771000000,3254
DirectByteBufferAllocator.hits,1774054861611000000,1774054921771000000,3
FilePageCache.maxRegisteredFiles,1774054861611000000,1774054921771000000,569
