# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.referrers.ms,1774054217968000000,1774054254712000000,0
workspaceModel.save.cache.to.file.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.entities.ms,1774054217968000000,1774054254712000000,0
jps.save.global.entities.ms,1774054217968000000,1774054254712000000,7
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1774054217968000000,1774054254712000000,0
jps.global.get.library.by.name.ms,1774054217968000000,1774054254712000000,0
jps.global.initialize.library.bridges.ms,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1774054217968000000,1774054254712000000,0
jps.app.storage.content.writer.save.component.ms,1774054217968000000,1774054254712000000,3
workspaceModel.mutableEntityStorage.collect.changes.ms,1774054217968000000,1774054254712000000,0
jps.load.initial.state.ms,1774054217968000000,1774054254712000000,19
workspaceModel.load.cache.metadata.from.file.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1774054217968000000,1774054254712000000,0
jps.global.get.library.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774054217968000000,1774054254712000000,0
jps.library.entities.serializer.load.entities.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1774054217968000000,1774054254712000000,7
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774054217968000000,1774054254712000000,0
workspaceModel.load.cache.from.file.ms,1774054217968000000,1774054254712000000,1
workspaceModel.global.updates.count,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1774054217968000000,1774054254712000000,0
jps.global.handle.before.change.events.ms,1774054217968000000,1774054254712000000,0
jps.global.initialize.library.bridges.after.loading.ms,1774054217968000000,1774054254712000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774054217968000000,1774054254712000000,0
workspaceModel.do.save.caches.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774054217968000000,1774054254712000000,1
workspaceModel.mutableEntityStorage.hasReferrers.ms,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1774054217968000000,1774054254712000000,0
workspaceModel.global.apply.state.to.project.ms,1774054217968000000,1774054254712000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1774054217968000000,1774054254712000000,0
workspaceModel.mutableEntityStorage.instances.count,1774054217968000000,1774054254712000000,2
workspaceModel.sync.entities.ms,1774054217968000000,1774054254712000000,0
workspaceModel.global.updates.ms,1774054217968000000,1774054254712000000,0
jps.global.get.libraries.ms,1774054217968000000,1774054254712000000,30
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774054217968000000,1774054254712000000,0
jps.app.storage.content.reader.load.component.ms,1774054217968000000,1774054254712000000,1
jps.global.handle.changed.events.ms,1774054217968000000,1774054254712000000,0
jps.library.entities.serializer.save.entities.ms,1774054217968000000,1774054254712000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1774054217968000000,1774054254712000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1774054217968000000,1774054254712000000,0
DirectByteBufferAllocator.hits,1774054217968000000,1774054254712000000,3
FilePageCache.pageFastCacheHits,1774054217968000000,1774054254712000000,4096
StorageLockContext.competingThreads.max,1774054217968000000,1774054254712000000,6
FilePageCache.uncachedFileAccess,1774054217968000000,1774054254712000000,133
FilePageCache.totalPageDisposalsUs,1774054217968000000,1774054254712000000,3044
DirectByteBufferAllocator.disposed,1774054217968000000,1774054254712000000,164
FilePageCache.capacityInBytes,1774054217968000000,1774054254712000000,629145600
FilePageCache.maxCacheSizeInBytes,1774054217968000000,1774054254712000000,213909504
DirectByteBufferAllocator.misses,1774054217968000000,1774054254712000000,204
FilePageCache.maxRegisteredFiles,1774054217968000000,1774054254712000000,567
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774054217968000000,1774054254712000000,41943040
StorageLockContext.competingThreads.90P,1774054217968000000,1774054254712000000,0
FilePageCache.pageHits,1774054217968000000,1774054254712000000,0
StorageLockContext.competingThreads.avg,1774054217968000000,1774054254712000000,0.08450704225352113
DirectByteBufferAllocator.reclaimed,1774054217968000000,1774054254712000000,43
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774054217968000000,1774054254712000000,41943040
FilePageCache.totalPageLoadsUs,1774054217968000000,1774054254712000000,268807
FilePageCache.pageLoads,1774054217968000000,1774054254712000000,207
FilePageCache.disposedBuffers,1774054217968000000,1774054254712000000,207
FilePageCache.pageLoadsAboveSizeThreshold,1774054217968000000,1774054254712000000,0
workspaceModel.init.bridges.ms,1774054217968000000,1774054254712000000,0
workspaceModel.replace.project.model.ms,1774054217968000000,1774054254712000000,0
workspaceModel.updates.precise.ms,1774054217968000000,1774054254712000000,0
workspaceModel.cachedValue.clear.count,1774054217968000000,1774054254712000000,0
