# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.counter,1774058750939000000,1774058779411000000,4
cacheStateStorage.set.duration,1774058750939000000,1774058779411000000,17
cacheStateStorage.get.duration,1774058750939000000,1774058779411000000,0
cacheStateStorage.set.counter,1774058750939000000,1774058779411000000,2
jps.library.entities.serializer.save.entities.ms,1774058750939000000,1774058779411000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1774058750939000000,1774058779411000000,0
jps.global.get.library.by.name.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774058750939000000,1774058779411000000,0
workspaceModel.save.cache.to.file.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.instances.count,1774058750939000000,1774058779411000000,2
workspaceModel.sync.entities.ms,1774058750939000000,1774058779411000000,0
workspaceModel.load.cache.metadata.from.file.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1774058750939000000,1774058779411000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774058750939000000,1774058779411000000,0
jps.library.entities.serializer.load.entities.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1774058750939000000,1774058779411000000,0
workspaceModel.global.updates.count,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774058750939000000,1774058779411000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1774058750939000000,1774058779411000000,0
jps.global.get.library.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774058750939000000,1774058779411000000,0
jps.app.storage.content.writer.save.component.ms,1774058750939000000,1774058779411000000,2
workspaceModel.do.save.caches.ms,1774058750939000000,1774058779411000000,0
jps.load.initial.state.ms,1774058750939000000,1774058779411000000,12
jps.global.initialize.library.bridges.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1774058750939000000,1774058779411000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1774058750939000000,1774058779411000000,0
jps.global.get.libraries.ms,1774058750939000000,1774058779411000000,19
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1774058750939000000,1774058779411000000,0
workspaceModel.load.cache.from.file.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1774058750939000000,1774058779411000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.entities.ms,1774058750939000000,1774058779411000000,0
jps.global.handle.before.change.events.ms,1774058750939000000,1774058779411000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1774058750939000000,1774058779411000000,2
workspaceModel.moduleManagerBridge.load.module.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1774058750939000000,1774058779411000000,0
jps.global.initialize.library.bridges.after.loading.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774058750939000000,1774058779411000000,1
jps.app.storage.content.reader.load.component.ms,1774058750939000000,1774058779411000000,0
jps.save.global.entities.ms,1774058750939000000,1774058779411000000,3
workspaceModel.global.updates.ms,1774058750939000000,1774058779411000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774058750939000000,1774058779411000000,0
jps.global.handle.changed.events.ms,1774058750939000000,1774058779411000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1774058750939000000,1774058779411000000,0
workspaceModel.global.apply.state.to.project.ms,1774058750939000000,1774058779411000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1774058750939000000,1774058779411000000,0
FilePageCache.maxCacheSizeInBytes,1774058750939000000,1774058779411000000,213909504
FilePageCache.pageLoadsAboveSizeThreshold,1774058750939000000,1774058779411000000,0
FilePageCache.pageFastCacheHits,1774058750939000000,1774058779411000000,4096
FilePageCache.pageLoads,1774058750939000000,1774058779411000000,207
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774058750939000000,1774058779411000000,41943040
DirectByteBufferAllocator.hits,1774058750939000000,1774058779411000000,3
FilePageCache.maxRegisteredFiles,1774058750939000000,1774058779411000000,567
DirectByteBufferAllocator.disposed,1774058750939000000,1774058779411000000,164
FilePageCache.totalPageDisposalsUs,1774058750939000000,1774058779411000000,2506
StorageLockContext.competingThreads.max,1774058750939000000,1774058779411000000,8
FilePageCache.uncachedFileAccess,1774058750939000000,1774058779411000000,133
FilePageCache.disposedBuffers,1774058750939000000,1774058779411000000,207
DirectByteBufferAllocator.misses,1774058750939000000,1774058779411000000,204
StorageLockContext.competingThreads.90P,1774058750939000000,1774058779411000000,0
FilePageCache.capacityInBytes,1774058750939000000,1774058779411000000,629145600
StorageLockContext.competingThreads.avg,1774058750939000000,1774058779411000000,0.14545454545454545
FilePageCache.totalPageLoadsUs,1774058750939000000,1774058779411000000,112885
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774058750939000000,1774058779411000000,41943040
FilePageCache.pageHits,1774058750939000000,1774058779411000000,0
DirectByteBufferAllocator.reclaimed,1774058750939000000,1774058779411000000,43
writeAction.median.wait.ms,1774058750939000000,1774058779411000000,0
DiskQueryRelay.tasksRequested,1774058750939000000,1774058779411000000,39
writeAction.max.wait.ms,1774058750939000000,1774058779411000000,0
writeAction.count,1774058750939000000,1774058779411000000,8
writeAction.wait.ms,1774058750939000000,1774058779411000000,0
DiskQueryRelay.tasksExecuted,1774058750939000000,1774058779411000000,39
DiskQueryRelay.taskWaitingTotalTimeUs,1774058750939000000,1774058779411000000,12976
DiskQueryRelay.taskExecutionTotalTimeUs,1774058750939000000,1774058779411000000,4891
workspaceModel.cachedValue.calculated.count,1774058750939000000,1774058779411000000,2
workspaceModel.entityStorageSnapshotImpl.instances.count,1774058750939000000,1774058779411000000,3
workspaceModel.on.before.changed.ms,1774058750939000000,1774058779411000000,0
workspaceModel.loading.total.ms,1774058750939000000,1774058779411000000,29
workspaceModel.update.unloaded.entities.ms,1774058750939000000,1774058779411000000,0
workspaceModel.loading.from.cache.ms,1774058750939000000,1774058779411000000,24
workspaceModel.cachedValue.clear.count,1774058750939000000,1774058779411000000,0
workspaceModel.replace.project.model.ms,1774058750939000000,1774058779411000000,0
workspaceModel.pre.handlers.ms,1774058750939000000,1774058779411000000,0
workspaceModel.updates.count,1774058750939000000,1774058779411000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1774058750939000000,1774058779411000000,0
workspaceModel.on.changed.ms,1774058750939000000,1774058779411000000,0
workspaceModel.updates.ms,1774058750939000000,1774058779411000000,0
